user_id,home_city,synthetic_persona,cluster_id,distance_to_centroid,distance_to_next_centroid
1a4bd7e1-aa2e-4134-9dc4-341e21e58d03,,,0,4.725863,12.419858
2a7e98ee-023f-4f75-8d54-aec944128fb0,,,0,3.391308,12.29791
4aed7333-4722-49e5-99ea-d005b6bbc706,,,0,3.706385,13.713999
4b0f7bce-40dd-44e7-a81c-c6a2d410ccbb,,,0,5.439349,12.145292
cd03ac14-cb6b-45ca-83ba-4faa8e5b28dd,,,0,3.809199,12.291927
d1218c0a-a30f-4336-a429-7227c1fafce4,,,0,5.042526,12.456213
e33f2f3a-5313-4fd0-8858-75a71bae639c,,,0,3.517307,13.448587
e5389ace-5e36-48bc-95a6-3ed2c0ea4301,,,0,5.482185,13.01375
f979f67f-81ce-43d4-9f61-e87cd092049f,,,0,11.178154,19.396634
00ef231d-9dc1-5a92-abb0-da5c629cc826,Barcelona,culture_theatre_explorer,1,4.16452,7.289831
01217151-bf27-5411-b912-7b1ada8d5305,Malaga,culture_theatre_explorer,1,4.815142,7.890859
0587034a-9164-52ea-a7d1-a6d88872d7fc,Valencia,broad_discovery_flexible,1,5.131702,6.041238
071d73cd-3109-52dc-9943-45c7d3227a67,Madrid,music_pop_rock_local,1,6.969387,7.86811
08047b03-9e5d-5836-97e0-6c23bc6cf30f,Valencia,broad_discovery_flexible,1,4.618314,5.985111
09809ba2-f3e8-548f-b647-b5d1489a6dc9,Madrid,family_weekend_exhibition,1,5.03682,7.769061
0dca4397-d7b1-5334-b43f-c77ffa5fd61a,Madrid,culture_theatre_explorer,1,5.364081,9.051558
0f1b962e-0f6d-5f00-ad31-d08c889f13e8,Valencia,family_weekend_exhibition,1,5.964924,9.228376
0f5112ec-5773-5550-a280-a27457bd6fc5,Madrid,culture_theatre_explorer,1,7.179421,9.273751
10f79568-5182-5b40-b3b2-1c4420d6d141,Malaga,broad_discovery_flexible,1,4.650971,7.072016
123d458a-9a95-5af6-9d73-0b2a4f6c4710,Barcelona,culture_theatre_explorer,1,5.635332,7.202216
13bc246a-a951-5edc-868a-8cdaa1ca8981,Madrid,family_weekend_exhibition,1,7.102014,10.338491
186c54d5-2a64-5ab6-8bf5-69c0bfbedfb8,Madrid,family_weekend_exhibition,1,5.249584,8.469904
2011d960-a8fc-5b43-8ec6-e92ed94135a4,Barcelona,broad_discovery_flexible,1,6.864408,7.480203
20934375-31f1-517e-a0fc-e12837101f2c,Barcelona,culture_theatre_explorer,1,4.340652,7.631879
22b29a04-7568-5a29-add0-9779e2310a08,Malaga,culture_theatre_explorer,1,3.505552,5.970687
23ed7c29-46fe-5037-b3f5-b4deb93cfc33,Barcelona,music_pop_rock_local,1,6.650906,8.962898
25ffbb0f-1bf9-5c5b-beda-98c489108e27,Barcelona,broad_discovery_flexible,1,6.524498,7.576025
27a7e068-890f-5bb8-91b4-6538834452c6,Valencia,broad_discovery_flexible,1,5.871176,6.787887
27fab79c-0ad1-58b0-90d1-421d67e972f5,Barcelona,family_weekend_exhibition,1,7.652948,9.054098
287adf12-9b58-589c-9bf3-0b7b5a70916d,Madrid,family_weekend_exhibition,1,5.754664,9.341569
298976f2-6e19-5916-b6c1-e17e0830d10b,Barcelona,family_weekend_exhibition,1,5.758747,6.608281
2be97220-3ab4-5f69-9341-251e50c95ce5,Malaga,culture_theatre_explorer,1,7.634825,7.882551
2c4955c7-a220-5e0f-9f1f-461382f41d63,Malaga,culture_theatre_explorer,1,5.525005,8.356645
2e7d891a-0c2d-5b15-9e68-4ba41b72cc27,Barcelona,music_pop_rock_local,1,7.429808,7.824734
2e97b2fc-0db4-5db8-b5a0-224e73af6a82,Valencia,family_weekend_exhibition,1,5.252723,6.389981
2fddfe61-46ae-56a9-9185-a04aada0e5d4,Madrid,broad_discovery_flexible,1,5.035045,5.502906
2fe52172-62f9-57e9-98ac-f48cac53f516,Barcelona,culture_theatre_explorer,1,3.90026,6.95324
309beb52-0633-5496-93c7-56336e56a1da,Valencia,broad_discovery_flexible,1,4.604378,5.033024
30f73de8-2a29-531f-8b1b-8886dd6bb726,Barcelona,family_weekend_exhibition,1,6.309684,8.797804
34538a28-6844-5bab-b8cb-f40b2d29fd09,Valencia,family_weekend_exhibition,1,4.385974,6.730708
34a6bf26-c654-595b-a667-4cc34d4cc21e,Madrid,family_weekend_exhibition,1,8.378295,11.647463
35b36074-2f84-544a-842c-ce6ad46851c9,Malaga,broad_discovery_flexible,1,4.534462,5.261327
36669805-3e0e-5e6b-9888-8c83ed3b5340,Barcelona,culture_theatre_explorer,1,6.756328,8.141067
386447e5-e007-5ebe-a619-d5ab02f2dee5,Barcelona,family_weekend_exhibition,1,5.626925,6.863166
3a7613a0-a6d6-5b2f-b9f5-ab9bbf2a92cc,Barcelona,culture_theatre_explorer,1,7.374867,9.124823
401a6299-b3f4-531d-85de-421a4de8d358,Madrid,culture_theatre_explorer,1,6.429359,9.894135
4be0b414-62a0-5c5c-b548-cea731692ecf,Madrid,family_weekend_exhibition,1,7.699347,11.643608
4c333402-966f-5dba-8cad-9869e2dd2506,Malaga,broad_discovery_flexible,1,3.090703,5.819343
4f170cde-2ddd-59d7-9126-9da748763fe9,Barcelona,culture_theatre_explorer,1,7.017284,8.275327
4f60f764-7448-564c-b403-fa30d5ff112b,Malaga,culture_theatre_explorer,1,4.929015,7.545294
