user_id,home_city,synthetic_persona,total_swipes_30d,total_right_swipes_30d,right_swipe_rate_30d,avg_dwell_ms_30d,avg_right_dwell_ms_30d,distinct_segments_liked_30d,distinct_genres_liked_30d,distinct_cities_liked_30d,local_like_rate_30d,local_swipe_share_30d,avg_days_until_event_liked_30d,avg_price_mid_liked_30d,median_price_mid_liked_30d,avg_price_mid_disliked_30d,chat_swipe_share_30d,chat_right_rate_30d,days_since_last_right_swipe_30d,like_rate_segment_music_30d,like_rate_segment_sports_30d,like_rate_segment_arts_theatre_30d,like_rate_segment_family_30d,like_rate_genre_rock_30d,like_rate_genre_pop_30d,like_rate_genre_electronic_30d,like_rate_genre_urban_30d,like_rate_genre_football_30d,like_rate_genre_basketball_30d,like_rate_genre_tennis_30d,like_rate_genre_theatre_30d,like_rate_genre_musical_30d,like_rate_genre_comedy_30d,like_rate_genre_classical_30d,like_rate_genre_kids_30d,like_rate_genre_circus_30d,like_rate_genre_exhibition_30d,total_swipes_90d,total_right_swipes_90d,right_swipe_rate_90d,avg_dwell_ms_90d,avg_right_dwell_ms_90d,distinct_segments_liked_90d,distinct_genres_liked_90d,distinct_cities_liked_90d,local_like_rate_90d,local_swipe_share_90d,avg_days_until_event_liked_90d,avg_price_mid_liked_90d,median_price_mid_liked_90d,avg_price_mid_disliked_90d,chat_swipe_share_90d,chat_right_rate_90d,days_since_last_right_swipe_90d,like_rate_segment_music_90d,like_rate_segment_sports_90d,like_rate_segment_arts_theatre_90d,like_rate_segment_family_90d,like_rate_genre_rock_90d,like_rate_genre_pop_90d,like_rate_genre_electronic_90d,like_rate_genre_urban_90d,like_rate_genre_football_90d,like_rate_genre_basketball_90d,like_rate_genre_tennis_90d,like_rate_genre_theatre_90d,like_rate_genre_musical_90d,like_rate_genre_comedy_90d,like_rate_genre_classical_90d,like_rate_genre_kids_90d,like_rate_genre_circus_90d,like_rate_genre_exhibition_90d,right_swipe_rate_delta_30_vs_90,total_swipes_delta_30_vs_90
00ef231d-9dc1-5a92-abb0-da5c629cc826,Barcelona,culture_theatre_explorer,72,39,0.5416666666666666,6002.708333333334,9257.25641025641,3,6,3,0.0,0.0,14.461538461538463,50.76923076923077,45.0,57.72727272727273,0.2777777777777778,0.5,0,0.3076923076923077,0.0,0.6590909090909091,0.4,0.42857142857142855,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.8181818181818182,0.6521739130434783,0.0,0.0,0.0,0.4,84,44,0.5238095238095238,5774.797619047618,9043.999999999998,3,6,4,0.0,0.0,18.59090909090909,53.18181818181819,45.0,55.5,0.2857142857142857,0.5,0,0.35714285714285715,0.0,0.6326530612244898,0.4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.6296296296296297,0.0,0.0,0.0,0.4,0.017857142857142794,-12
01217151-bf27-5411-b912-7b1ada8d5305,Malaga,culture_theatre_explorer,54,31,0.5740740740740741,5964.814814814816,8797.096774193547,3,6,3,0.0,0.0,11.806451612903224,54.193548387096776,45.0,56.7391304347826,0.25925925925925924,0.5,0,0.5,0.0,0.5833333333333334,0.5833333333333334,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6363636363636364,70,39,0.5571428571428572,5915.714285714285,8896.179487179488,3,6,3,0.0,0.0,25.33333333333334,52.30769230769231,45.0,58.06451612903226,0.2857142857142857,0.45,0,0.3,0.0,0.5869565217391305,0.6428571428571429,0.14285714285714285,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3,0.5454545454545454,0.72,0.0,0.0,0.0,0.6923076923076923,0.016931216931216908,-16
027a1197-d48d-5e03-9b88-7bb84db2f416,Barcelona,broad_discovery_flexible,73,21,0.2876712328767123,4108.232876712329,8344.0,3,6,4,0.0,0.0,14.047619047619046,60.0,45.0,63.17307692307692,0.2328767123287671,0.23529411764705882,0,0.22727272727272727,0.0,0.47619047619047616,0.20689655172413793,0.16666666666666666,0.3,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.5454545454545454,0.0,0.0,0.0,0.23076923076923078,93,29,0.3118279569892473,4246.559139784948,8414.620689655172,3,6,4,0.0,0.0,27.75862068965517,58.96551724137932,45.0,61.171875,0.22580645161290322,0.23809523809523808,0,0.3333333333333333,0.0,0.38461538461538464,0.2564102564102564,0.3125,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.375,0.5,0.0,0.0,0.0,0.2777777777777778,-0.024156724112535,-20
0404d614-8aa7-5201-8324-06dafb170d60,Barcelona,sports_basketball_traveler,42,10,0.23809523809523808,3549.857142857143,8716.400000000001,3,4,2,0.0,0.0,18.2,85.5,90.0,73.125,0.047619047619047616,0.0,1,0.25,0.0,0.3333333333333333,0.22727272727272727,0.16666666666666666,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,53,15,0.2830188679245283,3656.037735849056,8016.4000000000015,3,4,2,0.0,0.0,35.66666666666667,86.99999999999999,90.0,74.60526315789474,0.05660377358490566,0.0,1,0.3157894736842105,0.0,0.3333333333333333,0.26666666666666666,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,-0.04492362982929021,-11
0587034a-9164-52ea-a7d1-a6d88872d7fc,Valencia,broad_discovery_flexible,61,21,0.3442622950819672,4273.081967213115,8331.047619047618,3,5,4,0.0,0.0,14.619047619047619,53.57142857142858,45.0,57.37500000000001,0.22950819672131148,0.2857142857142857,0,0.23809523809523808,0.0,0.4117647058823529,0.4090909090909091,0.2,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.42857142857142855,89,33,0.3707865168539326,4484.179775280897,8376.454545454546,3,6,4,0.0,0.0,29.000000000000004,54.54545454545455,45.0,60.267857142857146,0.2247191011235955,0.3,0,0.25806451612903225,0.0,0.42857142857142855,0.4444444444444444,0.25,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5833333333333334,0.0,0.3333333333333333,0.0,0.45454545454545453,-0.026524221771965395,-28
069a03fb-863d-5de3-9f3e-884acccd12de,Malaga,flamenco_world_madrid,46,28,0.6086956521739131,6091.999999999999,8424.428571428572,2,3,3,0.0,0.0,13.92857142857143,73.92857142857143,90.0,65.0,0.08695652173913043,0.75,0,0.7714285714285715,0.0,0.25,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57,33,0.5789473684210527,5893.578947368421,8425.454545454546,3,4,3,0.0,0.0,21.242424242424246,73.63636363636365,90.0,63.75,0.10526315789473684,0.6666666666666666,0,0.7560975609756098,0.0,0.2,0.1,0.7272727272727273,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.029748283752860427,-11
06ef8cf1-f2d0-5a8c-ba3f-a74466b0eab0,Madrid,sports_basketball_traveler,55,22,0.4,3995.2727272727266,7197.954545454545,4,6,5,0.0,0.0,14.272727272727273,65.45454545454545,45.0,71.36363636363637,0.03636363636363636,0.0,0,0.3333333333333333,1.0,0.5,0.4,0.36363636363636365,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.4,74,24,0.32432432432432434,3498.824324324324,7080.25,4,6,5,0.0,0.0,15.833333333333329,65.625,45.0,71.40000000000002,0.06756756756756757,0.2,0,0.3076923076923077,1.0,0.3076923076923077,0.3235294117647059,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.375,0.0,0.0,0.0,0.3235294117647059,0.07567567567567568,-19
071d73cd-3109-52dc-9943-45c7d3227a67,Madrid,music_pop_rock_local,53,28,0.5283018867924528,5773.754716981132,9139.5,3,5,3,0.0,0.0,15.642857142857146,64.82142857142857,45.0,68.4,0.07547169811320754,0.5,0,0.5897435897435898,0.0,0.75,0.2222222222222222,0.6956521739130435,0.4375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,65,37,0.5692307692307692,6034.184615384615,9121.27027027027,3,6,4,0.0,0.0,25.16216216216216,63.64864864864866,45.0,67.5,0.09230769230769231,0.6666666666666666,0,0.6326530612244898,0.0,0.8,0.2,0.7333333333333333,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.2222222222222222,-0.04092888243831638,-12
08047b03-9e5d-5836-97e0-6c23bc6cf30f,Valencia,broad_discovery_flexible,69,26,0.37681159420289856,4662.927536231884,8822.192307692309,3,6,3,0.0,0.0,13.692307692307695,60.57692307692308,45.0,63.83720930232559,0.21739130434782608,0.26666666666666666,0,0.25,0.0,0.35294117647058826,0.5185185185185185,0.07692307692307693,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.4,0.0,0.5454545454545454,86,33,0.38372093023255816,4650.953488372093,8663.848484848486,3,7,4,0.0,0.0,23.90909090909091,57.27272727272727,45.0,64.52830188679245,0.19767441860465115,0.23529411764705882,0,0.2413793103448276,0.0,0.38095238095238093,0.5142857142857142,0.07142857142857142,0.4,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.4,0.0,0.5333333333333333,-0.006909336029659596,-17
086ef8f4-f894-5f19-a7c7-4e817f3d7131,Madrid,flamenco_world_madrid,49,32,0.6530612244897959,6764.183673469387,9122.031250000002,2,3,3,0.0,0.0,12.031249999999998,77.34375,90.0,66.17647058823529,0.22448979591836735,0.45454545454545453,0,0.7948717948717948,0.0,0.0,0.16666666666666666,0.8888888888888888,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,56,36,0.6428571428571429,6762.874999999999,9277.166666666668,3,4,4,0.0,0.0,18.222222222222218,76.25,90.0,67.5,0.21428571428571427,0.4166666666666667,0,0.7674418604651163,0.0,0.2,0.25,0.8888888888888888,0.7352941176470589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.2857142857142857,0.010204081632652962,-7
