user_id,total_swipes,right_swipe_rate,left_swipe_rate,distinct_segments_liked,distinct_genres_liked,distinct_cities_liked,avg_liked_price,avg_disliked_price,avg_days_until_event_liked,avg_days_until_event_disliked,genre_entropy_all,genre_entropy_liked,city_entropy_liked,recency_days,activity_span_days,sessions_count,events_seen,arts_and_theatre_like_rate,arts_and_theatre_swipe_share,family_like_rate,family_swipe_share,music_like_rate,music_swipe_share,sports_like_rate,sports_swipe_share,discover_share,map_share,planner_share
user_001,0.6621917999353506,0.7252389293877896,-0.7252389293877899,-0.2715622082980955,-0.7027407096883764,1.0835219160292642,0.8091765860570953,2.0939899936535817,1.3511138811053345,0.8893999833127103,-0.5756640539302839,-0.5037197911358133,0.34517312590727367,1.1207680211261895,1.0984620307523247,-0.20249800297781706,0.703856415586988,-0.6156449452401386,-0.7300499490092308,-1.2391065636849639,-0.7350982312892645,1.3882719406902606,1.9813628157524885,-0.45705345565937444,-0.6208131007481447,0.4117961542827303,0.3751677677246086,-0.5350432603212636
user_002,1.64734387361773,0.8394651782410945,-0.839465178241095,0.8849073906012959,1.4002382203282138,-0.36675156582587,1.0849168775235873,1.0831608493652731,-0.7250179145986402,-0.5901704772297423,0.3000464151760206,0.5615068918751874,-1.2506493399084473,-0.7558668049455698,-0.17964505092458827,-0.8612914681748275,1.4356276244406496,1.1848835540252687,-0.45826775652332674,-0.629363167685099,-0.5391483715419753,1.4107416886697974,1.5569587250288328,0.558126163562129,-0.6223384056973673,0.3471890282180685,-0.053001557847541216,-0.25800761256107735
user_003,0.730745165766537,0.9696277542109427,-0.9696277542109433,-1.7625108329813428,0.1358099475654378,1.6590732294546944,0.7110896695510444,1.7442762160479173,-1.207953920904541,-1.3135160357171636,-0.7064474640180043,-0.2876861555242753,-0.5574011407718833,-0.7558668049455698,-0.49917182134381655,-1.6675895055088827,0.9003176938856965,0.4366119699149695,-0.5312136263680283,-1.2391065636849639,-0.8009779255146462,1.5185964789715751,1.9295988896578524,-1.1821817551033056,-0.683132702959238,0.8391099529911062,0.13661628633441084,-0.7619752988665243
user_004,-0.6131954409528094,0.11019461920054203,-0.11019461920054258,-1.7625108329813428,-1.2045380342798482,0.4190966861548317,-0.45310329773021096,0.14783946064905668,0.5264748248831271,0.24866722925146886,-0.19635512595837784,-0.7110399743220821,0.5558364282917186,0.057341619685525945,0.20378707357848566,0.3545039353099413,-0.46580269787318207,-1.4340669903607781,-0.44875307784793084,-1.2391065636849639,-0.5345948140815809,1.3441915821539336,1.5399468914262033,-0.2153440225113975,-0.6182267140951151,0.8788302761094263,-0.5868170104902103,-0.41641798295359495
user_005,1.5357211227369014,0.9473631030582057,-0.947363103058206,-0.2715622082980955,-0.260124100867199,-1.3285520946531453,0.3393192115900783,0.26980470580055144,-0.1768921994525495,0.5331426253624888,-0.668575210878105,-0.3138029200822871,-0.5671530405310435,-0.7558668049455698,1.60970486342309,0.8370009609310419,1.4907387220353114,-0.20643392267981872,-0.5561687923675314,-1.2391065636849639,-0.7472339644360454,1.489524081970359,1.98298204482099,0.2680748437845566,-0.7617031105315972,1.4762030303757359,-1.0310304383649778,-0.6757702998932241
user_006,1.5918902732059619,0.4522046216365878,-0.4522046216365882,-0.2715622082980955,0.49397586115420367,1.0835219160292642,1.0392530272630658,0.48947198366156164,-0.35424158029934943,-0.999120743956291,0.13573860600879242,0.17770972116551847,0.802753276905595,-0.7558668049455698,0.45940848991386823,0.3545039353099413,1.6514681174897459,-0.27864763254340447,-0.06322324061111187,-1.2391065636849639,-0.694885950398447,1.4605428210098985,1.4451666756401267,-0.2153440225113975,-0.7150650611169882,0.21029081167640692,0.47275701011150767,-0.4202386412376446
user_007,1.756175761275061,0.6763921782334155,-0.676392178233416,-0.2715622082980955,0.49397586115420367,0.4190966861548317,0.2942281294366381,-1.6216193028416928,0.5428963376849624,1.2522332099764544,-0.2144069121591171,-0.03342682409557683,-0.036746621353283035,-0.06776736871925801,2.0570423420100097,-1.6675895055088827,1.7549921276250056,0.3846486654628655,-0.5252867744431462,-0.019619771685234225,-0.545694110391292,1.4261080969654807,1.676785827967352,-1.1821817551033056,-0.6743513044658567,1.227376111472682,0.06728726205538488,-1.0452505782796062
user_008,1.4788177142305494,0.8742540849093997,-0.8742540849093999,-0.2715622082980955,0.49397586115420367,1.0835219160292642,0.6235341619429424,0.9551567945055536,0.6760203495630792,0.25889021842795285,0.3485529911041719,0.2956859154743274,0.3122050626418847,0.5577775733046617,1.6736102175069356,1.2625934995532493,1.545068075530623,0.649189124491759,-0.379486217091049,-1.2391065636849639,-0.6375962838356996,1.6489210172528894,1.4161007427990633,0.2680748437845566,-0.4653540203233811,0.2544267966894385,0.013364687616142106,-0.2163683152007585
user_009,-0.7068130010027898,0.29278235916773204,-0.2927823591677328,-0.2715622082980955,0.49397586115420367,-0.36675156582587,-0.15108260661760775,-1.1301841275175155,1.547309079259425,1.2713805924070039,0.4771216894095809,0.11150308741538592,-0.24703773745712285,1.1833225153285813,0.45940848991386823,1.2625934995532493,-0.46580269787318207,0.2027770998805011,-0.43638399556991625,-0.22286757035185592,-0.2563724532514906,1.5298313529613436,1.1787289579303777,-1.1821817551033056,-0.5309217957406283,0.4736829803025635,-0.2742223760598185,-0.24644114107209994
user_010,1.303503467376912,0.9792420353905338,-0.9792420353905342,0.8849073906012959,0.1358099475654378,0.4190966861548317,0.2783210574996588,0.09763843885894348,0.06631799708534221,0.3104656593183218,-0.3895792795253217,-0.08361522535353666,0.018258609498554502,-0.6933123107431778,2.120947696093855,-0.8612914681748275,1.3797119569025893,0.4366119699149695,-0.5904821456168482,0.2852519263146981,-0.6875184521264888,1.5318498218476408,1.8463371028735558,-0.45705345565937444,-0.6538613746479669,0.6107180950607672,-0.2742223760598185,-0.3592142380896302
