user_id,home_city,synthetic_persona,cluster_id,distance_to_centroid,distance_to_next_centroid
09809ba2-f3e8-548f-b647-b5d1489a6dc9,Madrid,family_weekend_exhibition,0,10.652593,19.142273
0f1b962e-0f6d-5f00-ad31-d08c889f13e8,Valencia,family_weekend_exhibition,0,12.350823,25.218871
13bc246a-a951-5edc-868a-8cdaa1ca8981,Madrid,family_weekend_exhibition,0,13.752757,23.980659
186c54d5-2a64-5ab6-8bf5-69c0bfbedfb8,Madrid,family_weekend_exhibition,0,11.473974,21.437767
27fab79c-0ad1-58b0-90d1-421d67e972f5,Barcelona,family_weekend_exhibition,0,12.715616,23.919906
287adf12-9b58-589c-9bf3-0b7b5a70916d,Madrid,family_weekend_exhibition,0,10.526348,20.645462
298976f2-6e19-5916-b6c1-e17e0830d10b,Barcelona,family_weekend_exhibition,0,11.293427,18.897314
2e97b2fc-0db4-5db8-b5a0-224e73af6a82,Valencia,family_weekend_exhibition,0,11.492301,18.548717
30f73de8-2a29-531f-8b1b-8886dd6bb726,Barcelona,family_weekend_exhibition,0,11.199109,20.271557
34538a28-6844-5bab-b8cb-f40b2d29fd09,Valencia,family_weekend_exhibition,0,10.165273,18.305672
34a6bf26-c654-595b-a667-4cc34d4cc21e,Madrid,family_weekend_exhibition,0,16.850736,25.007998
386447e5-e007-5ebe-a619-d5ab02f2dee5,Barcelona,family_weekend_exhibition,0,13.393226,17.461347
4be0b414-62a0-5c5c-b548-cea731692ecf,Madrid,family_weekend_exhibition,0,13.457118,23.88297
5233a54d-ac6c-5290-b56c-a8b1ca95c18b,Barcelona,family_weekend_exhibition,0,12.753523,22.05715
5bcf1e65-8e40-5328-b3b6-cfc1ca1250d7,Madrid,family_weekend_exhibition,0,9.086401,21.097363
5bdc054f-1cfa-5b61-a578-b9ec0aa9a5e4,Valencia,family_weekend_exhibition,0,11.644362,17.34345
5ef45c4c-bc84-5992-8a9b-e64cbf5ac86a,Valencia,family_weekend_exhibition,0,15.992809,17.130828
60c0c4a8-a50c-5657-9364-6fef72330c01,Barcelona,family_weekend_exhibition,0,8.567498,17.664938
656094d4-41c9-5842-b345-c5a7093ec7d6,Valencia,family_weekend_exhibition,0,15.066447,24.753214
6f9a5778-56e6-5c0f-b1b3-62c8b94eb0e4,Madrid,family_weekend_exhibition,0,16.303428,23.507115
763cb76b-376a-50ae-9c6e-441b1c183fda,Madrid,family_weekend_exhibition,0,13.822513,23.676948
